Date,Open,High,Low,Close,Volume,Day,400_sma,200_sma,100_sma,50_sma,20_sma,9_ema,Trend,Close_9_ema_crossover,Close_9_ema_crossover_price,9_ema_20_sma_crossover,9_ema_20_sma_crossover_price,buy,sell,exit,sl,tp
2020-04-17 05:00:00,1805.0,1908.0,1766.0,1861.0,102748,Fri,,,,1767.64,1739.7,1789.785423797996,nan,nan,nan,nan,nan,1861.0,,,1706.0,3806.0
2020-04-19 05:00:00,1890.0,1914.0,1861.0,1865.0,7459,Sun,,,,1765.66,1748.3,1804.8283390383967,nan,nan,nan,nan,nan,,,,1761.0,
2020-04-20 05:00:00,1866.0,2065.0,1823.0,2040.0,119516,Mon,,,,1768.24,1765.05,1851.8626712307175,nan,nan,nan,nan,nan,,,,1765.0,
2020-04-21 05:00:00,2039.0,2069.0,1905.0,1935.0,142233,Tue,,,,1768.7,1778.35,1868.490136984574,nan,nan,nan,nan,nan,,,,1940.0,
2020-04-22 05:00:00,1934.0,2055.0,1901.0,2020.0,87981,Wed,,,,1771.78,1797.85,1898.7921095876593,nan,nan,nan,nan,nan,,,1940.0,,
2020-04-23 05:00:00,2021.0,2050.0,1913.0,1951.0,56360,Thu,,,,1773.62,1809.2,1909.2336876701277,nan,nan,nan,nan,nan,1951.0,,,1920.0,4020.0
2020-04-24 05:00:00,1952.0,1970.0,1849.0,1858.0,48081,Fri,,,,1773.82,1818.9,1898.9869501361022,nan,BreakDown,1858.0,nan,nan,,,1920.0,,
2020-04-26 05:00:00,1860.0,1875.0,1848.0,1855.0,1239,Sun,,,,1775.12,1830.6,1890.1895601088818,nan,nan,nan,nan,nan,,1855.0,,1958.0,-142.0
2020-04-27 05:00:00,1854.0,1945.0,1761.0,1919.0,137493,Mon,,,,1778.98,1846.8,1895.9516480871055,nan,BreakUp,1919.0,nan,nan,,,1919.0,,
2020-04-28 05:00:00,1920.0,2020.0,1886.0,1974.0,86566,Tue,,,,1784.38,1861.45,1911.5613184696845,nan,nan,nan,nan,nan,1974.0,,,1819.0,3919.0
2020-04-29 05:00:00,1975.0,1982.0,1873.0,1891.0,90253,Wed,,,,1787.34,1872.35,1907.4490547757478,nan,BreakDown,1891.0,nan,nan,,,,1874.0,
2020-04-30 05:00:00,1892.0,1973.0,1842.0,1961.0,94725,Thu,,,,1790.94,1880.3,1918.1592438205982,nan,BreakUp,1961.0,nan,nan,,,1874.0,,
2020-05-01 05:00:00,1962.0,2040.0,1903.0,1915.0,95123,Fri,,,,1792.88,1880.25,1917.5273950564788,nan,BreakDown,1915.0,nan,nan,1915.0,,,1861.0,3961.0
2020-05-03 05:00:00,2020.0,2029.0,1983.0,2007.0,10578,Sun,,,,1796.26,1888.0,1935.4219160451833,nan,BreakUp,2007.0,nan,nan,,,,1815.0,
2020-05-04 05:00:00,2006.0,2198.0,1988.0,2163.0,114493,Mon,,,,1804.54,1906.1,1980.9375328361466,nan,nan,nan,nan,nan,,,,1907.0,
2020-05-05 05:00:00,2164.0,2213.0,2114.0,2118.0,209458,Tue,,,,1812.06,1919.85,2008.3500262689172,nan,nan,nan,nan,nan,,,,2063.0,
2020-05-06 05:00:00,2117.0,2139.0,2000.0,2017.0,130688,Wed,,,,1819.76,1929.7,2010.080021015134,nan,nan,nan,nan,nan,,,,2018.0,
2020-05-07 05:00:00,2018.0,2054.0,1963.0,1988.0,122385,Thu,,,,1823.08,1941.65,2005.664016812107,nan,BreakDown,1988.0,nan,nan,,,2018.0,,
2020-05-08 05:00:00,1987.0,1999.0,1905.0,1918.0,97099,Fri,,,,1822.4,1953.1,1988.1312134496857,nan,nan,nan,nan,nan,,1918.0,,2088.0,-12.0
2020-05-10 05:00:00,1949.0,1957.0,1928.0,1946.0,7003,Sun,,,,1824.56,1960.1,1979.7049707597487,nan,nan,nan,nan,nan,,,,,
2020-05-11 05:00:00,1947.0,1999.0,1926.0,1943.0,114166,Mon,,,,1826.42,1964.2,1972.363976607799,nan,nan,nan,nan,nan,,,,,
2020-05-12 05:00:00,1942.0,1974.0,1814.0,1836.0,120908,Tue,,,,1825.06,1962.75,1945.0911812862394,nan,nan,nan,BreakDown,1945.0911812862394,,,,,
2020-05-13 05:00:00,1835.0,1865.0,1726.0,1761.0,135056,Wed,,,,1823.4,1948.8,1908.2729450289917,nan,nan,nan,nan,nan,,,,,
2020-05-14 05:00:00,1762.0,1836.0,1746.0,1808.0,115072,Thu,,,,1823.1,1942.45,1888.2183560231933,nan,nan,nan,nan,nan,,,,,
2020-05-15 05:00:00,1807.0,1844.0,1749.0,1754.0,91070,Fri,,,,1823.6,1929.15,1861.3746848185547,nan,nan,nan,nan,nan,,,,,
2020-05-17 05:00:00,1851.0,1852.0,1822.0,1834.0,7558,Sun,,,,1827.4,1923.3,1855.8997478548438,nan,nan,nan,nan,nan,,,,,
2020-05-18 05:00:00,1833.0,1971.0,1831.0,1905.0,113622,Mon,,,,1832.1,1925.65,1865.7197982838752,nan,BreakUp,1905.0,nan,nan,,,,,
2020-05-19 05:00:00,1906.0,1980.0,1895.0,1926.0,125045,Tue,,,,1837.94,1929.2,1877.7758386271003,nan,nan,nan,nan,nan,,,,,
2020-05-20 05:00:00,1927.0,1992.0,1853.0,1859.0,89107,Wed,,,,1843.16,1926.2,1874.0206709016802,nan,BreakDown,1859.0,nan,nan,,,,,
2020-05-21 05:00:00,1860.0,1877.0,1807.0,1820.0,64380,Thu,,,,1846.52,1918.5,1863.2165367213443,nan,nan,nan,nan,nan,,,,,
2020-05-22 05:00:00,1819.0,1881.0,1810.0,1868.0,33422,Fri,,,,1848.98,1917.35,1864.1732293770756,nan,BreakUp,1868.0,nan,nan,,,,,
2020-05-24 05:00:00,1879.0,1879.0,1838.0,1855.0,409,Sun,,,,1852.22,1912.05,1862.3385835016607,nan,BreakDown,1855.0,nan,nan,,,,,
2020-05-25 05:00:00,1856.0,1877.0,1834.0,1861.0,23564,Mon,,,,1855.34,1909.35,1862.0708668013287,nan,nan,nan,nan,nan,,,,,
2020-05-26 05:00:00,1860.0,1947.0,1847.0,1937.0,88738,Tue,,,,1860.7,1905.85,1877.056693441063,nan,BreakUp,1937.0,nan,nan,,,,,
2020-05-27 05:00:00,1936.0,1978.0,1858.0,1859.0,90234,Wed,,,,1865.28,1890.65,1873.4453547528506,nan,BreakDown,1859.0,nan,nan,,,1859.0,,
2020-05-28 05:00:00,1860.0,1899.0,1818.0,1823.0,82599,Thu,,,,1867.26,1875.9,1863.3562838022804,nan,nan,nan,nan,nan,,1823.0,,1959.0,-141.0
2020-05-29 05:00:00,1822.0,1871.0,1772.0,1846.0,104535,Fri,,,,1870.9,1867.35,1859.8850270418245,nan,nan,nan,nan,nan,,,,,
2020-05-31 05:00:00,1838.0,1862.0,1798.0,1806.0,8209,Sun,,,,1874.6,1858.25,1849.1080216334597,nan,nan,nan,nan,nan,,,,,
2020-06-01 05:00:00,1805.0,1841.0,1759.0,1799.0,122654,Mon,,,,1878.68,1852.3,1839.0864173067678,nan,nan,nan,nan,nan,,,,,
2020-06-02 05:00:00,1800.0,1821.0,1778.0,1810.0,79958,Tue,,,,1881.26,1845.5,1833.2691338454142,nan,nan,nan,nan,nan,,,,,
2020-06-03 05:00:00,1811.0,1883.0,1805.0,1841.0,95868,Wed,,,,1884.62,1840.4,1834.8153070763315,nan,BreakUp,1841.0,nan,nan,,,,,
2020-06-04 05:00:00,1842.0,1875.0,1821.0,1852.0,66243,Thu,,,,1885.62,1841.2,1838.2522456610654,nan,nan,nan,nan,nan,,,1852.0,,
2020-06-05 05:00:00,1853.0,1892.0,1811.0,1832.0,97926,Fri,,,1830.83,1883.94,1844.75,1837.0017965288525,nan,BreakDown,1832.0,nan,nan,1832.0,,,1752.0,3852.0
2020-06-07 05:00:00,1849.0,1852.0,1792.0,1814.0,7214,Sun,,,1831.1,1883.18,1845.05,1832.401437223082,nan,nan,nan,nan,nan,,,1814.0,,
2020-06-08 05:00:00,1813.0,1859.0,1792.0,1856.0,95983,Mon,,,1831.6,1884.28,1850.15,1837.1211497784657,nan,BreakUp,1856.0,nan,nan,,1856.0,,1914.0,-186.0
2020-06-09 05:00:00,1855.0,1868.0,1719.0,1775.0,106591,Tue,,,1830.79,1882.92,1847.2,1824.6969198227725,nan,BreakDown,1775.0,nan,nan,,,1775.0,,
2020-06-10 05:00:00,1774.0,1849.0,1768.0,1826.0,93759,Wed,,,1830.67,1883.04,1843.25,1824.957535858218,nan,BreakUp,1826.0,nan,nan,,1826.0,,1875.0,-225.0
2020-06-11 05:00:00,1825.0,1874.0,1811.0,1854.0,105440,Thu,,,1830.66,1885.14,1839.65,1830.7660286865746,nan,nan,nan,nan,nan,,,,,
2020-06-12 05:00:00,1853.0,1860.0,1773.0,1790.0,78951,Fri,,,1829.58,1887.16,1836.2,1822.6128229492597,nan,BreakDown,1790.0,nan,nan,,,1790.0,,
2020-06-14 05:00:00,1806.0,1812.0,1790.0,1794.0,3327,Sun,,,1828.23,1886.92,1834.9,1816.8902583594079,nan,nan,nan,nan,nan,,1794.0,,1890.0,-210.0
2020-06-15 05:00:00,1793.0,1796.0,1720.0,1739.0,101479,Mon,,,1826.06,1884.48,1828.45,1801.3122066875264,nan,nan,nan,nan,nan,,,,,
2020-06-16 05:00:00,1738.0,1744.0,1661.0,1677.0,93177,Tue,,,1823.19,1880.72,1819.55,1776.4497653500214,nan,nan,nan,nan,nan,,,,,
2020-06-17 05:00:00,1678.0,1710.0,1663.0,1699.0,81037,Wed,,,1821.07,1873.9,1811.45,1760.959812280017,nan,nan,nan,nan,nan,,,,,
2020-06-18 05:00:00,1700.0,1725.0,1678.0,1708.0,71626,Thu,,,1819.03,1869.36,1800.0,1750.3678498240138,nan,nan,nan,nan,nan,,,,,
2020-06-19 05:00:00,1707.0,1747.0,1705.0,1729.0,69036,Fri,,,1817.66,1863.54,1793.5,1746.0942798592112,nan,nan,nan,nan,nan,,,,,
2020-06-21 05:00:00,1743.0,1758.0,1738.0,1756.0,2916,Sun,,,1816.63,1859.64,1790.15,1748.075423887369,nan,BreakUp,1756.0,nan,nan,,,,,
2020-06-22 05:00:00,1757.0,1777.0,1707.0,1716.0,63454,Mon,,,1815.31,1856.8,1783.65,1741.6603391098954,nan,BreakDown,1716.0,nan,nan,,,,,
2020-06-23 05:00:00,1715.0,1720.0,1660.0,1686.0,47048,Tue,,,1814.27,1853.42,1777.65,1730.5282712879164,nan,nan,nan,nan,nan,,,,,
2020-06-24 05:00:00,1687.0,1710.0,1644.0,1646.0,28171,Wed,,,1813.47,1847.96,1770.0,1713.6226170303332,nan,nan,nan,nan,nan,,,,,
2020-06-25 05:00:00,1647.0,1649.0,1517.0,1527.0,135261,Thu,,,1811.7,1839.02,1755.85,1676.2980936242668,nan,nan,nan,nan,nan,,,,,
2020-06-26 05:00:00,1528.0,1569.0,1517.0,1548.0,68087,Fri,,,1809.75,1832.16,1741.2,1650.6384748994137,nan,nan,nan,nan,nan,,,,,
2020-06-28 05:00:00,1569.0,1601.0,1563.0,1598.0,1203,Sun,,,1807.92,1824.9,1728.5,1640.110779919531,nan,nan,nan,nan,nan,,,,,
2020-06-29 05:00:00,1597.0,1756.0,1594.0,1700.0,44106,Mon,,,1806.74,1820.6,1721.9,1652.088623935625,nan,BreakUp,1700.0,nan,nan,,,,,
2020-06-30 05:00:00,1699.0,1789.0,1693.0,1724.0,44422,Tue,,,1805.6,1814.94,1717.4,1666.4708991485002,nan,nan,nan,nan,nan,,,,,
2020-07-01 05:00:00,1725.0,1731.0,1662.0,1714.0,40827,Wed,,,1805.25,1805.96,1710.3,1675.9767193188002,nan,nan,nan,nan,nan,,,1714.0,,
2020-07-02 05:00:00,1713.0,1748.0,1682.0,1728.0,29761,Thu,,,1805.11,1798.16,1707.95,1686.3813754550401,nan,nan,nan,nan,nan,1728.0,,,1614.0,3714.0
2020-07-03 05:00:00,1727.0,1760.0,1727.0,1759.0,2558,Fri,,,1806.38,1793.0,1704.6,1700.9051003640323,nan,nan,nan,nan,nan,,,,1628.0,
2020-07-05 05:00:00,1749.0,1805.0,1748.0,1800.0,1623,Sun,,,1806.16,1789.24,1701.9,1720.7240802912258,nan,nan,nan,BreakUp,1720.7240802912258,,,,1659.0,
2020-07-06 05:00:00,1801.0,1893.0,1792.0,1875.0,50266,Mon,,,1805.39,1788.38,1706.15,1751.5792642329807,nan,nan,nan,nan,nan,,,,1700.0,
2020-07-07 05:00:00,1874.0,1945.0,1861.0,1894.0,41512,Tue,,,1805.95,1787.34,1711.15,1780.0634113863846,nan,nan,nan,nan,nan,,,,1775.0,
2020-07-08 05:00:00,1895.0,1898.0,1831.0,1848.0,52225,Wed,,,1805.93,1785.44,1716.6,1793.650729109108,nan,nan,nan,nan,nan,,,,1794.0,
2020-07-09 05:00:00,1849.0,1906.0,1772.0,1779.0,49696,Thu,,,1804.68,1784.3,1721.7,1790.7205832872864,nan,BreakDown,1779.0,nan,nan,,,,1748.0,
2020-07-10 05:00:00,1778.0,1849.0,1758.0,1835.0,46709,Fri,,,1804.59,1785.78,1728.5,1799.5764666298292,nan,BreakUp,1835.0,nan,nan,,,,1679.0,
2020-07-12 05:00:00,1781.0,1812.0,1779.0,1804.0,831,Sun,,,1804.4,1785.7,1733.3,1800.4611733038635,nan,nan,nan,nan,nan,,,,1735.0,
2020-07-13 05:00:00,1805.0,1834.0,1740.0,1747.0,93503,Mon,,,1804.58,1785.56,1734.2,1789.768938643091,nan,BreakDown,1747.0,nan,nan,,,,1704.0,
2020-07-14 05:00:00,1746.0,1793.0,1742.0,1783.0,82571,Tue,,,1805.97,1784.54,1735.55,1788.4151509144726,nan,nan,nan,nan,nan,,,,1647.0,
2020-07-15 05:00:00,1784.0,1814.0,1751.0,1808.0,57670,Wed,,,1807.35,1782.6,1740.15,1792.332120731578,nan,BreakUp,1808.0,nan,nan,,,,1683.0,
2020-07-16 05:00:00,1807.0,1829.0,1736.0,1753.0,74985,Thu,,,1808.54,1779.14,1743.5,1784.4656965852623,nan,BreakDown,1753.0,nan,nan,,,,1708.0,
2020-07-17 05:00:00,1754.0,1778.0,1724.0,1736.0,67846,Fri,,,1809.92,1776.68,1748.0,1774.77255726821,nan,nan,nan,nan,nan,,,,1653.0,
2020-07-19 05:00:00,1731.0,1733.0,1719.0,1725.0,3857,Sun,,,1810.65,1774.78,1757.9,1764.818045814568,nan,nan,nan,nan,nan,,,1725.0,,
2020-07-20 05:00:00,1726.0,1734.0,1635.0,1677.0,93658,Mon,,,1809.97,1770.96,1764.35,1747.2544366516545,nan,nan,nan,BreakDown,1747.2544366516545,,1677.0,,1825.0,-275.0
2020-07-21 05:00:00,1676.0,1709.0,1650.0,1699.0,80422,Tue,,,1810.03,1767.84,1769.4,1737.6035493213237,nan,nan,nan,nan,nan,,,,,
2020-07-22 05:00:00,1698.0,1727.0,1652.0,1723.0,69166,Wed,,,1810.21,1765.08,1770.55,1734.682839457059,nan,nan,nan,nan,nan,,,,,
2020-07-23 05:00:00,1724.0,1842.0,1709.0,1812.0,70354,Thu,,,1811.64,1762.58,1774.95,1750.1462715656473,nan,BreakUp,1812.0,nan,nan,,,,,
2020-07-24 05:00:00,1811.0,1861.0,1786.0,1847.0,44610,Fri,,,1813.81,1762.34,1781.6,1769.5170172525181,nan,nan,nan,nan,nan,,,1825.0,,
2020-07-26 05:00:00,1846.0,1846.0,1822.0,1837.0,1328,Sun,,,1814.94,1762.62,1787.05,1783.0136138020148,nan,nan,nan,nan,nan,1837.0,,,1747.0,3847.0
2020-07-27 05:00:00,1838.0,1855.0,1764.0,1781.0,24235,Mon,,,1816.11,1761.32,1788.15,1782.610891041612,nan,BreakDown,1781.0,nan,nan,,,,1737.0,
2020-07-28 05:00:00,1782.0,1865.0,1778.0,1842.0,23931,Tue,,,1818.32,1762.04,1790.25,1794.4887128332898,nan,BreakUp,1842.0,BreakUp,1794.4887128332898,,,1842.0,,
2020-07-29 05:00:00,1843.0,1940.0,1828.0,1922.0,92898,Wed,,,1821.59,1764.5,1792.6,1819.990970266632,nan,nan,nan,nan,nan,1922.0,,,1742.0,3842.0
2020-07-30 05:00:00,1921.0,1923.0,1826.0,1854.0,87316,Thu,,,1823.32,1765.38,1790.6,1826.7927762133056,nan,nan,nan,nan,nan,,,,1822.0,
2020-07-31 05:00:00,1853.0,1875.0,1795.0,1831.0,62441,Fri,,,1824.9,1765.18,1789.75,1827.6342209706447,nan,nan,nan,nan,nan,,,,1754.0,
2020-08-02 05:00:00,1899.0,1905.0,1877.0,1888.0,5529,Sun,,,1825.76,1765.9,1795.2,1839.707376776516,nan,nan,nan,nan,nan,,,,1731.0,
2020-08-03 05:00:00,1889.0,2190.0,1886.0,2139.0,180063,Mon,,,1827.99,1772.04,1810.4,1899.5659014212129,nan,nan,nan,nan,nan,,,,1788.0,
2020-08-04 05:00:00,2138.0,2229.0,2087.0,2212.0,120668,Tue,,,1831.59,1780.0,1830.8,1962.0527211369704,nan,nan,nan,nan,nan,,,,2039.0,
2020-08-05 05:00:00,2211.0,2294.0,2198.0,2254.0,101795,Wed,,,1836.12,1787.96,1856.15,2020.4421769095763,nan,nan,nan,nan,nan,,,,2112.0,
2020-08-06 05:00:00,2255.0,2322.0,2177.0,2200.0,90594,Thu,,,1839.69,1796.46,1877.0,2056.3537415276614,nan,nan,nan,nan,nan,,,,2154.0,
2020-08-07 05:00:00,2199.0,2298.0,2184.0,2296.0,103761,Fri,,,1844.45,1805.86,1901.4,2104.2829932221293,nan,nan,nan,nan,nan,,,,2100.0,
2020-08-09 05:00:00,2314.0,2314.0,2281.0,2305.0,4084,Sun,,,1850.01,1814.88,1929.0,2144.426394577704,nan,nan,nan,nan,nan,,,,2196.0,
2020-08-10 05:00:00,2304.0,2328.0,2176.0,2236.0,102734,Mon,,,1855.48,1823.8,1954.0,2162.741115662163,nan,nan,nan,nan,nan,,,,2205.0,
2020-08-11 05:00:00,2235.0,2288.0,2202.0,2209.0,87938,Tue,,,1859.51,1832.1,1978.2,2171.9928925297304,nan,nan,nan,nan,nan,,,2205.0,,
2020-08-12 05:00:00,2208.0,2267.0,2156.0,2249.0,88607,Wed,,,1863.39,1842.3,2006.8,2187.3943140237843,nan,nan,nan,nan,nan,2249.0,,,2109.0,4209.0
2020-08-13 05:00:00,2248.0,2278.0,2214.0,2262.0,85107,Thu,,,1867.36,1854.0,2034.95,2202.3154512190276,nan,nan,nan,nan,nan,,,,2149.0,
